"Small Unit Installation Postcode","number_of_installations","total_output_kw","postcode","longitude","latitude","state"
"3150",6401,34388.971,"3150",145.168834,-37.914383,"VIC"
"3151",1138,5635.668,"3151",145.151119,-37.85523,"VIC"
"3152",3936,21298.382,"3152",145.221695,-37.864951,"VIC"
"3153",2468,19775.258,"3153",145.270141,-37.845116,"VIC"
"3154",471,2419.948,"3154",145.31784,-37.856009,"VIC"
"3155",2336,11964.023,"3155",145.284418,-37.861799,"VIC"
"3156",4564,24530.392,"3156",145.292895,-37.917932,"VIC"
"3158",632,3423.851,"3158",145.324468,-37.910077,"VIC"
"3159",254,1288.795,"3159",145.3892,-37.921894,"VIC"
"3160",862,4760.763,"3160",145.350821,-37.935097,"VIC"
"3161",640,4670.949,"3161",145.019929,-37.873733,"VIC"
"3162",1043,6603.25,"3162",145.023394,-37.892139,"VIC"
"3163",1674,8713.369,"3163",145.057237,-37.896497,"VIC"
"3164",21,550.2,"3164",145.23738,-38.02243,"VIC"
"3165",2084,11472.86,"3165",145.059426,-37.922369,"VIC"
"3166",1620,9781.829,"3166",145.089719,-37.902805,"VIC"
"3167",868,5641.673,"3167",145.087614,-37.923345,"VIC"
"3168",934,8021.635,"3168",145.12665,-37.91342,"VIC"
"3169",1689,10295.539,"3169",145.115271,-37.945149,"VIC"
"3170",2064,13657.212,"3170",145.167859,-37.920945,"VIC"
"3171",1966,11950.82,"3171",145.156783,-37.944608,"VIC"
"3172",2355,13102.816,"3172",145.13465,-37.975981,"VIC"
"3173",4001,24704.801,"3173",145.164863,-38.006771,"VIC"
"3174",3093,16304.598,"3174",145.17877,-37.966218,"VIC"
"3175",4725,49636.009,"3175",145.208504,-38.016114,"VIC"
"3176",1,5.1,"3176",145.23,-37.8992,"VIC"
"3177",1029,5190.787,"3177",145.237462,-37.990985,"VIC"
"3178",4617,24087.048,"3178",145.241589,-37.924431,"VIC"
"3179",753,5879.558,"3179",145.222634,-37.897137,"VIC"
"3180",1027,6621.055,"3180",145.246731,-37.893263,"VIC"
"3181",477,2778.318,"3181",144.995504,-37.854683,"VIC"
"3182",456,2802.915,"3182",144.979478,-37.865322,"VIC"
"3183",539,2828.865,"3183",144.999026,-37.869072,"VIC"
"3184",545,2573.26,"3184",144.984034,-37.881414,"VIC"
"3185",665,3763.676,"3185",145.002571,-37.891841,"VIC"
"3186",1452,9997.814,"3186",144.996329,-37.915066,"VIC"
"3187",1334,7604.267,"3187",145.013593,-37.925371,"VIC"
"3188",1329,7477.249,"3188",145.007238,-37.938889,"VIC"
"3189",712,5997.816,"3189",145.047802,-37.942021,"VIC"
"3190",731,4279.098,"3190",145.038147,-37.951394,"VIC"
"3191",811,5039.18,"3191",145.013472,-37.956585,"VIC"
"3192",1884,12604.133,"3192",145.0623,-37.965655,"VIC"
"3193",1745,10805.887,"3193",145.031561,-37.978698,"VIC"
"3194",893,6010.792,"3194",145.067356,-37.985059,"VIC"
"3195",3760,27057.673,"3195",145.104105,-38.007024,"VIC"
"3196",2416,12280.264,"3196",145.122762,-38.046479,"VIC"
"3197",1323,6215.811,"3197",145.134111,-38.072748,"VIC"
"3198",1897,10120.419,"3198",145.137811,-38.103194,"VIC"
"3199",5541,29303.581,"3199",145.135961,-38.162578,"VIC"
"3200",454,1936.06,"3200",145.157574,-38.126458,"VIC"
"3201",2899,18812.257,"3201",145.177905,-38.092874,"VIC"
"3202",267,2421.711,"3202",145.092698,-37.960555,"VIC"
"3204",2182,12441.027,"3204",145.036783,-37.916956,"VIC"
"3205",321,2424.774,"3205",144.958176,-37.831693,"VIC"
"3206",453,2393.184,"3206",144.95086,-37.846534,"VIC"
"3207",541,5672.976,"3207",144.918044,-37.832179,"VIC"
"3211",260,1839.86,"3211",144.498479,-37.943586,"VIC"
"3212",2687,14611.142,"3212",144.422666,-38.039958,"VIC"
"3213",621,4812.172,"3213",144.2894,-37.9406,"VIC"
"3214",2586,12431.868,"3214",144.352385,-38.084781,"VIC"
"3215",2105,12993.718,"3215",144.33452,-38.111002,"VIC"
"3216",6791,35219.341,"3216",144.334005,-38.215906,"VIC"
"3217",2041,13658.314,"3217",144.3707843,-38.23413976,"VIC"
"3218",1299,7506.488,"3218",144.2894883,-38.13028025,"VIC"
"3219",2305,11514.073,"3219",144.389533,-38.17277,"VIC"
"3220",1587,12748.784,"3220",144.34652,-38.157038,"VIC"
"3221",486,1939.621,"3221",144.427419,-38.181608,"VIC"
"3222",2909,16730.81,"3222",144.572989,-38.209921,"VIC"
"3223",1968,10500.351,"3223",144.6217267,-38.13622989,"VIC"
"3224",2038,11197.149,"3224",144.462401,-38.202905,"VIC"
"3225",1210,6511.619,"3225",144.614191,-38.271074,"VIC"
"3226",2910,15492.689,"3226",144.523761,-38.263811,"VIC"
"3227",1040,5891.433,"3227",144.40814,-38.263052,"VIC"
"3228",3563,21395.293,"3228",144.299978,-38.307545,"VIC"
"3230",764,4215.931,"3230",144.176397,-38.409363,"VIC"
"3231",468,2565.198,"3231",144.106892,-38.459435,"VIC"
"3232",195,1170.903,"3232",143.970167,-38.544977,"VIC"
"3233",490,3209.652,"3233",143.671777,-38.679417,"VIC"
"3234",56,396.635,"3234",143.832394,-38.6791182,"VIC"
"3235",110,683.725,"3235",143.924288,-38.411964,"VIC"
"3236",63,281.125,"3236",143.712384,-38.521903,"VIC"
"3237",52,493.147,"3237",143.474392,-38.716838,"VIC"
"3238",64,374.455,"3238",143.429978,-38.781787,"VIC"
"3239",82,626.09,"3239",143.448102,-38.564014,"VIC"
"3240",420,2572.716,"3240",144.174411,-38.263005,"VIC"
"3241",496,3206.878,"3241",143.892824,-38.20363,"VIC"
"3242",184,1060.19,"3242",143.740326,-38.346704,"VIC"
"3243",65,383.78,"3243",143.82588,-38.364034,"VIC"
"3249",493,3082.615,"3249",143.557159,-38.388291,"VIC"
"3250",1313,7724.518,"3250",143.584742,-38.311513,"VIC"
"3251",76,381.415,"3251",143.648479,-38.155186,"VIC"
"3254",64,408.5,"3254",143.52228,-38.289636,"VIC"
"3260",570,4363.085,"3260",143.244766,-38.209584,"VIC"
"3264",293,2318.785,"3264",142.884394,-38.232443,"VIC"
"3265",400,4872.306,"3265",142.952372,-38.178237,"VIC"
"3266",425,3962.697,"3266",143.133721,-38.407094,"VIC"
"3267",32,289.29,"3267",143.06073,-38.466647,"VIC"
"3268",379,3807.22,"3268",142.908911,-38.535802,"VIC"
"3269",125,1231.427,"3269",143.177116,-38.660637,"VIC"
"3270",38,241.91,"3270",142.870164,-38.602117,"VIC"
"3271",42,325.465,"3271",142.98753,-37.888549,"VIC"
"3272",258,1638.31,"3272",142.853634,-37.982186,"VIC"
"3273",19,120.27,"3273",142.660643,-37.981249,"VIC"
"3274",44,228.41,"3274",142.478612,-37.960778,"VIC"
"3275",50,274.761,"3275",142.457611,-38.301794,"VIC"
"3276",65,527.77,"3276",142.481806,-38.0538178,"VIC"
"3277",208,1906.465,"3277",142.660221,-38.389835,"VIC"
"3278",59,433.955,"3278",142.624719,-38.278013,"VIC"
"3279",38,225.93,"3279",142.657483,-38.214555,"VIC"
"3280",2949,18235.646,"3280",142.482889,-38.37884,"VIC"
"3281",282,2158.308,"3281",142.630109,-38.254454,"VIC"
"3282",304,1934.044,"3282",142.351658,-38.268176,"VIC"
"3283",207,1511.212,"3283",142.328761,-38.313434,"VIC"
"3284",484,3087.701,"3284",142.119266,-38.270398,"VIC"
"3285",190,1052.688,"3285",142.058916,-38.290199,"VIC"
"3286",75,470.396,"3286",141.8361176,-37.9711005,"VIC"
"3287",52,295.772,"3287",142.31953,-38.059868,"VIC"
"3289",125,709.327,"3289",142.227754,-37.893196,"VIC"
"3292",61,286.22,"3292",141.051987,-38.038873,"VIC"
"3293",50,220.226,"3293",142.527253,-37.655945,"VIC"
"3294",139,913.739,"3294",142.312764,-37.573978,"VIC"
"3300",1070,6617.057,"3300",142.013356,-37.743155,"VIC"
"3301",148,841.252,"3301",142.034141,-38.118855,"VIC"
"3302",52,294.185,"3302",141.706379,-37.847981,"VIC"
"3303",39,338.335,"3303",141.789606,-37.980868,"VIC"
"3304",438,2583.023,"3304",141.952156,-38.182084,"VIC"
"3305",1815,10245.898,"3305",141.437227,-38.235475,"VIC"
"3309",15,85.4,"3309",141.511007,-37.82644,"VIC"
"3310",46,236.83,"3310",141.549163,-37.70789,"VIC"
"3311",241,1248.417,"3311",141.229722,-37.468159,"VIC"
"3312",131,758.96,"3312",141.365747,-37.6391,"VIC"
"3314",94,577.001,"3314",141.935665,-37.586718,"VIC"
"3315",244,1341.165,"3315",141.687516,-37.408371,"VIC"
"3317",25,169.1,"3317",141.451647,-37.166673,"VIC"
"3318",241,1596.006,"3318",141.269571,-37.025316,"VIC"
"3319",57,314.626,"3319",141.051389,-36.873961,"VIC"
"3321",319,1880.065,"3321",143.88056,-38.087758,"VIC"
"3322",20,97.37,"3322",143.743305,-38.021333,"VIC"
"3323",7,55.32,"3323",143.520934,-38.026314,"VIC"
"3324",108,581.4,"3324",143.375414,-37.941939,"VIC"
"3325",105,726.05,"3325",143.185911,-37.877452,"VIC"
"3328",398,2203.357,"3328",144.043058,-38.018664,"VIC"
"3329",36,161.38,"3329",143.908716,-37.983701,"VIC"
"3330",29,160.26,"3330",143.758576,-37.918437,"VIC"
"3331",1189,7007.91,"3331",144.194625,-38.049195,"VIC"
"3332",206,1544.099,"3332",144.097178,-37.944446,"VIC"
"3333",153,1157.742,"3333",144.04476,-37.87179,"VIC"
"3334",77,444.611,"3334",144.086089,-37.75803,"VIC"
"3335",2319,15365.758,"3335",144.6698898,-37.69608887,"VIC"
"3336",2490,17495.01,"3336",144.6684,-37.719,"VIC"
"3337",5253,27744.668,"3337",144.5462424,-37.65724033,"VIC"
"3338",5213,30510.196,"3338",144.571033,-37.705529,"VIC"
"3340",3390,19162.149,"3340",144.394442,-37.787135,"VIC"
"3341",297,1598.907,"3341",144.308232,-37.573711,"VIC"
"3342",685,3871.596,"3342",144.239102,-37.651463,"VIC"
"3345",286,1666.754,"3345",144.123664,-37.5878,"VIC"
"3350",6593,41313.32,"3350",143.864505,-37.571941,"VIC"
"3351",1567,8995.308,"3351",143.637463,-37.758248,"VIC"
"3352",2983,19370.452,"3352",143.662387,-37.482132,"VIC"
"3353",12,67.2,"3353",144.835743,-37.7778,"VIC"
"3354",2,33.04,"3354",143.867158,-37.560917,"VIC"
"3355",1344,10091.778,"3355",143.82561,-37.530285,"VIC"
"3356",1829,11513.788,"3356",143.82846,-37.592283,"VIC"
"3357",600,3386.393,"3357",143.883416,-37.653945,"VIC"
"3358",262,1861.84,"3358",143.7928013,-37.58012926,"VIC"
"3360",149,822.32,"3360",143.5955266,-37.72758817,"VIC"
"3361",112,678.17,"3361",143.373089,-37.752643,"VIC"
"3363",697,4455.924,"3363",143.88637,-37.420588,"VIC"
"3364",450,2716.466,"3364",143.907186,-37.334655,"VIC"
"3370",422,2280.215,"3370",143.815613,-37.252718,"VIC"
"3371",295,1491.03,"3371",143.635622,-37.196938,"VIC"
"3373",484,2944.117,"3373",143.343429,-37.457785,"VIC"
"3374",92,691.55,"3374",142.956916,-37.231524,"VIC"
"3375",29,276.275,"3375",143.143621,-37.424288,"VIC"
"3377",1374,7924.647,"3377",142.956916,-37.231524,"VIC"
"3378",19,159.695,"3378",142.985403,-37.528792,"VIC"
"3379",120,669.635,"3379",142.6833,-37.7667,"VIC"
"3380",821,5143.198,"3380",142.771159,-37.0666,"VIC"
"3381",292,1984.838,"3381",142.7154,-36.988914,"VIC"
"3384",115,634.282,"3384",143.2173081,-36.93829078,"VIC"
"3385",122,767.605,"3385",142.647565,-36.904185,"VIC"
"3387",68,339.26,"3387",142.9814278,-36.71744157,"VIC"
"3388",106,562.02,"3388",142.693946,-36.597861,"VIC"
"3390",185,949.817,"3390",142.487468,-36.583744,"VIC"
"3391",37,263.025,"3391",142.446015,-36.092132,"VIC"
"3392",115,551.89,"3392",142.6792298,-36.34199038,"VIC"
"3393",472,2843.43,"3393",142.387341,-36.257725,"VIC"
"3395",103,523.767,"3395",142.441984,-35.918885,"VIC"
"3396",152,902.245,"3396",142.329159,-35.7157,"VIC"
"3400",1981,12968.038,"3400",142.203729,-36.725245,"VIC"
"3401",863,5675.076,"3401",141.940832,-36.881534,"VIC"
"3402",22,75.78,"3402",142.666302,-37.164183,"VIC"
"3407",71,404.288,"3407",141.948371,-37.298061,"VIC"
"3409",227,1190.255,"3409",141.8632367,-36.72484337,"VIC"
"3412",69,299.54,"3412",141.366071,-36.658804,"VIC"
"3413",28,189.992,"3413",141.201068,-36.699331,"VIC"
"3414",355,1744.965,"3414",142.093883,-36.388628,"VIC"
"3415",3,18.46,"3415",141.339702,-36.352459,"VIC"
"3418",497,2554.781,"3418",141.538074,-36.074144,"VIC"
"3419",176,843.687,"3419",141.101929,-36.226015,"VIC"
"3420",54,297.935,"3420",141.017332,-36.41273,"VIC"
"3423",95,490.279,"3423",141.940764,-36.13191,"VIC"
"3424",165,1058.115,"3424",141.930872,-35.727789,"VIC"
"3427",832,5122.156,"3427",144.707974,-37.643461,"VIC"
"3428",111,924.366,"3428",144.811494,-37.591069,"VIC"
"3429",5125,29330.557,"3429",144.728973,-37.56762,"VIC"
"3430",48,357.89,"3430",144.806632,-37.494056,"VIC"
"3431",752,4295.94,"3431",144.69202,-37.474551,"VIC"
"3432",42,279.905,"3432",144.792581,-37.448455,"VIC"
"3433",49,311.73,"3433",144.752095,-37.413302,"VIC"
"3434",946,5483.04,"3434",144.750796,-37.35388,"VIC"
"3435",598,3715.34,"3435",144.743358,-37.179453,"VIC"
"3437",1724,11684.158,"3437",144.513018,-37.501619,"VIC"
"3438",359,2555.259,"3438",144.602032,-37.457528,"VIC"
"3440",281,1574.861,"3440",144.546151,-37.413377,"VIC"
"3441",166,1291.236,"3441",144.603892,-37.399224,"VIC"
"3442",1704,9968.414,"3442",144.548846,-37.330661,"VIC"
"3444",1847,11514.099,"3444",144.544716,-37.171788,"VIC"
"3446",255,1257.257,"3446",144.374338,-37.184831,"VIC"
"3447",146,746.808,"3447",144.322487,-37.157744,"VIC"
"3448",268,1388.097,"3448",144.387629,-37.075364,"VIC"
"3450",1615,6923.726,"3450",144.214903,-37.061635,"VIC"
"3451",1305,6684.28,"3451",144.21419,-37.125338,"VIC"
"3453",503,2810.3,"3453",144.281488,-36.950365,"VIC"
"3458",538,3154.965,"3458",144.33471,-37.424116,"VIC"
"3460",562,3344.776,"3460",144.144216,-37.351704,"VIC"
"3461",1099,5932.411,"3461",144.170995,-37.287848,"VIC"
"3462",325,1334.037,"3462",144.053611,-37.083561,"VIC"
"3463",720,3445.823,"3463",144.05651,-36.957983,"VIC"
"3464",242,1718.645,"3464",143.841414,-37.019811,"VIC"
"3465",1904,11196.445,"3465",143.611335,-37.021478,"VIC"
"3467",307,1595.451,"3467",143.412675,-37.105993,"VIC"
"3468",80,408.129,"3468",143.379493,-37.261481,"VIC"
"3469",68,412.98,"3469",143.280627,-37.172964,"VIC"
"3472",421,1890.59,"3472",143.657638,-36.864952,"VIC"
"3475",89,411.43,"3475",143.51213,-36.70633,"VIC"
"3477",190,1019.708,"3477",143.230699,-36.688551,"VIC"
"3478",519,3217.984,"3478",143.230699,-36.688551,"VIC"
"3480",324,2419.735,"3480",142.968057,-36.31227,"VIC"
"3482",51,515.75,"3482",142.766588,-36.17028,"VIC"
"3483",180,1165.44,"3483",142.890804,-35.901765,"VIC"
"3485",65,344.115,"3485",142.671962,-35.711533,"VIC"
"3487",19,103.435,"3487",142.616079,-35.515627,"VIC"
"3488",20,83.13,"3488",142.427118,-35.435634,"VIC"
"3489",10,141.995,"3489",142.425302,-35.332477,"VIC"
"3490",220,1685.515,"3490",141.4849679,-35.62103426,"VIC"
"3491",30,164.495,"3491",142.218273,-35.434099,"VIC"
"3494",102,1584.072,"3494",142.348315,-34.486406,"VIC"
"3496",1142,8986.914,"3496",142.144177,-34.287804,"VIC"
"3498",1007,9073.641,"3498",142.172516,-34.238385,"VIC"
"3500",4824,36909.698,"3500",142.154161,-34.1931,"VIC"
"3501",486,4295.556,"3501",142.100896,-34.243279,"VIC"
"3502",53,337.295,"3502",145.25835,-37.972887,"VIC"
"3505",909,7162.18,"3505",142.004192,-34.180532,"VIC"
"3506",3,10.42,"3506",141.385876,-35.204199,"VIC"
"3507",34,176.985,"3507",142.035659,-35.120596,"VIC"
"3509",55,285.27,"3509",141.680385,-35.155031,"VIC"
"3512",77,373.225,"3512",141.121226,-35.39199,"VIC"
"3515",469,3020.145,"3515",144.062915,-36.729444,"VIC"
"3516",147,940.38,"3516",144.041722,-36.607616,"VIC"
"3517",374,2119.603,"3517",143.886832,-36.483116,"VIC"
"3518",319,1618.489,"3518",143.586215,-36.474937,"VIC"
"3520",44,177.28,"3520",143.810786,-36.405771,"VIC"
"3521",145,820.567,"3521",144.912693,-37.090071,"VIC"
"3522",95,493.852,"3522",144.747197,-37.050037,"VIC"
"3523",1010,5535.901,"3523",144.768359,-36.837461,"VIC"
"3525",298,1865.888,"3525",143.364316,-36.2835,"VIC"
"3527",153,958.258,"3527",143.241334,-36.07096,"VIC"
"3529",18,108.935,"3529",143.232677,-35.824259,"VIC"
"3530",24,141.44,"3530",143.152747,-35.701439,"VIC"
"3531",30,150.66,"3531",142.943814,-35.616408,"VIC"
"3533",152,1056.255,"3533",142.839304,-35.384557,"VIC"
"3537",224,1694.651,"3537",143.744455,-36.079335,"VIC"
"3540",71,316.74,"3540",143.45008,-35.89277,"VIC"
"3542",33,197.755,"3542",143.406398,-35.700788,"VIC"
"3544",57,358.905,"3544",143.1754083,-35.51717216,"VIC"
"3546",88,533.695,"3546",142.850456,-35.060163,"VIC"
"3549",531,8606.059,"3549",142.820973,-34.766049,"VIC"
"3550",5378,32414.494,"3550",144.285267,-36.764269,"VIC"
"3551",6633,40895.311,"3551",144.457937,-36.78137,"VIC"
"3552",22,84.815,"3552",145.011924,-37.825288,"VIC"
"3554",2,6.39,"3554",144.279,-36.757,"VIC"
"3555",2914,16160.802,"3555",144.245239,-36.777226,"VIC"
"3556",2200,11104.078,"3556",144.178282,-36.656422,"VIC"
"3557",155,902.014,"3557",144.576787,-36.63511,"VIC"
"3558",209,1071.894,"3558",144.638363,-36.51553,"VIC"
"3559",83,685.35,"3559",144.805307,-36.570077,"VIC"
"3561",1010,7054.526,"3561",144.709543,-36.321109,"VIC"
"3562",78,793.735,"3562",144.46276,-36.062544,"VIC"
"3563",187,1299.26,"3563",144.515589,-36.256251,"VIC"
"3564",3373,22445.932,"3564",144.6014151,-36.18096611,"VIC"
"3565",18,186.695,"3565",144.511713,-36.182336,"VIC"
"3566",126,1087.37,"3566",144.383334,-35.945748,"VIC"
"3567",153,1920.25,"3567",144.262942,-35.931669,"VIC"
"3568",657,5371.74,"3568",144.184089,-35.809462,"VIC"
"3570",193,910.8,"3570",144.28053,-36.515303,"VIC"
"3571",78,571.192,"3571",144.206865,-36.36819,"VIC"
"3572",29,525.67,"3572",144.257135,-36.266642,"VIC"
"3573",71,783.795,"3573",144.297958,-36.164865,"VIC"
"3575",168,1316.835,"3575",144.159028,-36.055725,"VIC"
"3576",15,203.952,"3576",143.917515,-36.128029,"VIC"
"3579",1108,8124.968,"3579",143.769445,-35.767974,"VIC"
"3580",242,1545.41,"3580",144.094672,-35.639761,"VIC"
"3581",47,274.26,"3581",143.78521,-35.628333,"VIC"
"3583",39,383.8,"3583",143.66458,-35.509635,"VIC"
"3584",214,1755.555,"3584",143.637617,-35.431026,"VIC"
"3585",1809,14236.562,"3585",143.336906,-35.348388,"VIC"
"3586",132,1198.213,"3586",143.792594,-35.114021,"VIC"
"3588",95,655.415,"3588",143.470325,-35.29429,"VIC"
"3589",58,853.043,"3589",143.441248,-35.228436,"VIC"
"3590",59,607.78,"3590",143.493525,-35.235708,"VIC"
"3591",33,232.585,"3591",143.394092,-35.202209,"VIC"
"3594",151,833.215,"3594",143.346028,-35.138155,"VIC"
"3595",154,715.165,"3595",143.351682,-35.202752,"VIC"
"3596",18,403.815,"3596",143.327682,-35.123806,"VIC"
"3597",84,1522.087,"3597",143.189786,-34.965359,"VIC"
"3599",28,512.045,"3599",143.143231,-34.729742,"VIC"
"3607",29,533.215,"3607",145.179762,-36.839707,"VIC"
"3608",701,4422.16,"3608",145.095753,-36.740713,"VIC"
"3610",395,2615.654,"3610",145.229349,-36.577628,"VIC"
"3612",458,2326.625,"3612",145.019312,-36.575936,"VIC"
"3614",238,1581.3,"3614",145.30098,-36.479193,"VIC"
"3616",1130,7714.625,"3616",145.145217,-36.464118,"VIC"
"3617",30,245.66,"3617",145.178369,-36.423823,"VIC"
"3618",174,1481.16,"3618",145.125014,-36.37708,"VIC"
"3619",86,434.72,"3619",144.936295,-37.659566,"VIC"
"3620",1726,11436.202,"3620",145.082735,-36.284584,"VIC"
"3621",511,3729.165,"3621",144.961183,-36.206055,"VIC"
"3622",91,873.185,"3622",144.87573,-36.231961,"VIC"
"3623",211,1502.73,"3623",144.976813,-36.461381,"VIC"
"3624",134,1095.955,"3624",144.965763,-36.410186,"VIC"
"3629",1579,9444.844,"3629",145.260653,-36.287306,"VIC"
"3630",4737,28844.796,"3630",145.403176,-36.380853,"VIC"
"3631",2947,21692.473,"3631",145.526693,-36.428694,"VIC"
"3632",52,623.705,"3632",145.603242,-36.544462,"VIC"
"3633",142,774.48,"3633",145.46296,-36.307936,"VIC"
"3634",402,2818.322,"3634",145.440315,-36.224186,"VIC"
"3635",144,1021.745,"3635",145.30827,-36.142596,"VIC"
"3636",1202,7261.09,"3636",145.479471,-36.093878,"VIC"
"3637",135,1168.522,"3637",145.329026,-36.050686,"VIC"
"3638",478,3455.76,"3638",145.246572,-36.03202,"VIC"
"3639",158,1291.943,"3639",145.047253,-36.021295,"VIC"
"3640",283,3121.405,"3640",145.486015,-36.00978,"VIC"
"3641",301,2210.18,"3641",145.428306,-35.89718,"VIC"
"3643",52,300.79,"3643",145.631874,-35.955363,"VIC"
"3644",2046,15926.767,"3644",145.632682,-35.945353,"NSW"
"3646",142,755.125,"3646",145.704042,-36.247446,"VIC"
"3647",3,40.345,"3647",145.704473,-36.385331,"VIC"
"3649",98,561.385,"3649",145.688671,-36.082665,"VIC"
"3658",1239,6917.827,"3658",145.111854,-37.241401,"VIC"
"3659",190,1102.91,"3659",145.07088,-37.110344,"VIC"
"3660",1364,7990.896,"3660",145.257867,-37.035925,"VIC"
"3661",37,114.304,"3661",146.535346,-38.195993,"VIC"
"3662",8,89.09,"3662",144.9486555,-36.9356483,"VIC"
"3663",62,495.742,"3663",145.158863,-36.910878,"VIC"
"3664",302,1778.842,"3664",145.298203,-36.927251,"VIC"
"3665",105,516.125,"3665",145.357627,-36.844091,"VIC"
"3666",1190,6844.765,"3666",145.565512,-36.786777,"VIC"
"3669",344,1805.693,"3669",145.708668,-36.625333,"VIC"
"3670",159,767.465,"3670",145.852449,-36.623748,"VIC"
"3671",93,498.51,"3671",145.420691,-36.385144,"VIC"
"3672",1955,11788.815,"3672",145.977761,-36.554936,"VIC"
"3673",453,2527.805,"3673",146.062514,-36.669929,"VIC"
"3675",517,2784.04,"3675",146.266835,-36.565078,"VIC"
"3676",150,641.9,"3676",146.338612,-36.341245,"VIC"
"3677",3177,19091.603,"3677",146.330564,-36.358017,"VIC"
"3678",1771,11637.199,"3678",146.482439,-36.68892,"VIC"
"3682",170,1150.447,"3682",146.428656,-36.174271,"VIC"
"3683",429,2101.55,"3683",146.604622,-36.180787,"VIC"
"3685",759,5142.701,"3685",146.470638,-36.056449,"VIC"
"3687",264,1336.236,"3687",146.415927,-36.018771,"VIC"
"3688",354,1913.671,"3688",146.717193,-36.119195,"VIC"
"3689",107,434.496,"3689",144.989793,-37.67576,"VIC"
"3690",5752,35981.842,"3690",146.864361,-36.135717,"VIC"
"3691",2660,17863.56,"3691",147.880991,-36.027154,"VIC"
"3694",15,97.894,"3694",146.919493,-36.150678,"VIC"
"3695",109,605.818,"3695",147.123674,-36.304285,"VIC"
"3697",154,896.83,"3697",147.17925,-36.68753,"VIC"
"3698",285,1488.836,"3698",147.149468,-36.722034,"VIC"
"3699",196,1242.275,"3699",147.299257,-36.844307,"VIC"
"3700",325,2032.578,"3700",147.35527,-36.335898,"VIC"
"3701",333,2422.638,"3701",147.476819,-36.638769,"VIC"
"3704",10,52.065,"3704",147.49344,-36.132613,"VIC"
"3705",71,398.553,"3705",147.769911,-36.322884,"VIC"
"3707",516,2943.524,"3707",148.037958,-36.586316,"VIC"
"3708",22,117.425,"3708",147.942058,-36.070928,"VIC"
"3709",106,635.468,"3709",147.667373,-36.035908,"VIC"
"3711",155,790.455,"3711",145.682161,-37.41047,"VIC"
"3712",79,784.59,"3712",145.839057,-37.3209,"VIC"
"3713",263,1376.395,"3713",145.90623,-37.241527,"VIC"
"3714",803,4752.873,"3714",145.687889,-37.210538,"VIC"
"3715",81,453.198,"3715",145.739419,-36.985747,"VIC"
"3717",781,4609.531,"3717",145.435776,-37.286611,"VIC"
"3718",24,142.71,"3718",145.54096,-37.144067,"VIC"
"3719",128,774.74,"3719",145.608491,-37.041215,"VIC"
"3720",211,1467.567,"3720",145.850304,-37.017241,"VIC"
"3722",1312,9564.031,"3722",146.253268,-37.202634,"VIC"
"3723",782,4905.887,"3723",146.256507,-36.894465,"VIC"
"3724",18,152.945,"3724",146.076832,-37.053108,"VIC"
"3725",153,831.48,"3725",145.937326,-36.414359,"VIC"
"3726",105,507.835,"3726",145.960209,-36.332254,"VIC"
"3727",79,336.525,"3727",145.957776,-36.242443,"VIC"
"3728",170,901.57,"3728",145.959015,-36.148922,"VIC"
"3730",2372,14376.138,"3730",145.974755,-36.051782,"VIC"
"3732",166,977.992,"3732",146.313751,-36.686814,"VIC"
"3733",49,359.845,"3733",146.316338,-36.812087,"VIC"
"3735",121,854.14,"3735",146.603574,-36.515712,"VIC"
"3736",34,152.16,"3736",146.479489,-36.455136,"VIC"
"3737",881,5617.621,"3737",146.82759,-36.554037,"VIC"
"3738",47,314.09,"3738",146.75397,-36.587922,"VIC"
"3739",48,425.67,"3739",146.864194,-36.641016,"VIC"
"3740",268,1585.854,"3740",146.834561,-36.731686,"VIC"
"3741",788,4773.205,"3741",147.063163,-36.962316,"VIC"
"3744",114,577.414,"3744",146.95979,-36.788479,"VIC"
"3746",130,601.319,"3746",146.51767,-36.31396,"VIC"
"3747",1270,7147.979,"3747",146.725705,-36.361056,"VIC"
"3749",634,3514.037,"3749",146.8638108,-36.42031113,"VIC"
"3750",3772,24879.065,"3750",145.005578,-37.596078,"VIC"
"3751",17,161.69,"3751",145.052904,-37.554655,"VIC"
"3752",2781,15172.401,"3752",145.074353,-37.619102,"VIC"
"3753",724,4904.977,"3753",144.959512,-37.476474,"VIC"
"3754",6240,35878.845,"3754",145.112985,-37.593554,"VIC"
"3755",38,249.87,"3755",145.142035,-37.563905,"VIC"
"3756",2341,13685.156,"3756",144.956641,-37.41233,"VIC"
"3757",1390,8634.254,"3757",145.182221,-37.469784,"VIC"
"3758",381,2175.269,"3758",145.052552,-37.354647,"VIC"
"3759",212,1378.629,"3759",145.247277,-37.650385,"VIC"
"3760",70,356.831,"3760",145.288073,-37.624929,"VIC"
"3761",237,1396.672,"3761",145.292381,-37.585625,"VIC"
"3762",24,148.855,"3762",144.936707,-37.354143,"VIC"
"3763",358,1941.747,"3763",145.353378,-37.521863,"VIC"
"3764",1530,8938.327,"3764",144.900644,-37.263736,"VIC"
"3765",738,4230.754,"3765",145.346621,-37.814771,"VIC"
"3766",118,647.71,"3766",145.384955,-37.817818,"VIC"
"3767",76,450.6,"3767",145.347505,-37.839387,"VIC"
"3770",503,4518.778,"3770",145.416004,-37.708784,"VIC"
"3775",667,4696.048,"3775",145.365993,-37.642852,"VIC"
